80665685	3
81614429	2
81653734	1
82454391	63
82862638	62
83197081	60
83441662	38
83489889	39
83512464	37
83515280	53
83540891	33
83554046	34
83765791	5
83853535	8
83891809	31
83902801	50
83980304	54
83968305	49
82863268	14
84012692	61
84033487	35
82943959	29
84130126	7
84206819	32
84223413	48
83112560	20
83142159	26
84440886	55
84439842	58
84455276	47
84474257	51
83361099	21
84526140	45
84549793	46
83407582	24
84557375	43
83573087	23
84761665	41
83640551	12
83681742	25
83722386	28
83759174	16
83831935	17
83877526	27
83881980	18
85110877	56
84406685	15
84557659	9
84725012	11
85907823	57
84798179	13
85999465	44
84936204	22
86358444	36
86739497	40
87090679	4
86024903	30
87444749	6
88975928	52
88083119	19
88985924	10
90599162	59
94256658	42
80199567	1
81781237	3
81267083	2
82276727	63
82714587	62
82610429	8
82383574	48
83146302	39
83574696	60
82987618	31
83334551	34
83624958	38
83573965	33
83018914	29
83226096	49
83860690	37
83525901	50
83753778	5
82625020	27
83425561	26
83124512	23
83080542	25
83958299	61
83785206	20
83205097	28
83719406	21
84276662	35
84513925	54
84308822	32
84109780	58
84304024	55
84363336	51
84522718	47
84983185	14
84319673	12
84243003	16
85035289	7
84549155	41
82982281	36
84335962	18
84847151	43
85023003	45
83942407	11
84107883	9
84782696	56
82983173	4
84829797	15
84613984	13
84647124	22
85137721	44
84465877	40
86264783	17
85870748	57
84673001	6
89821306	53
88899927	46
86351685	30
84835790	52
84783379	19
84351746	10
85053361	59
85146002	42
95092345	24
80986223	1
80931527	3
82137046	2
79991183	48
82660891	63
82735103	62
82966883	39
83001454	33
83709282	8
83047182	49
83159906	29
83416319	34
83921406	31
83340087	23
83546726	26
83843311	50
83388648	20
84197487	37
83508007	28
83695488	25
83312419	35
83469958	21
84213233	27
84444662	5
82999063	16
83190737	14
84216129	32
84341194	54
84372943	58
84996690	61
82957512	4
84062486	12
84384560	51
84501773	55
84609788	47
83920332	9
84417744	36
84702997	7
84657328	41
84652933	18
84345158	11
84947472	43
87430115	38
85177332	45
84521152	15
84706637	13
84097161	17
85581787	56
84844085	22
84944326	40
85083643	44
84386589	6
90656389	60
86067768	57
85084888	53
84782309	52
84644999	10
85190592	19
85760665	30
87025133	46
85462091	59
84647929	24
85090525	42
80497231	1
81224387	3
80567517	48
82329400	2
81524164	63
82793436	62
82995327	29
83056731	34
83532093	33
83771103	8
83170639	23
83319617	26
83169800	35
83234565	28
84636926	49
83837784	50
83600846	25
83648173	21
84428801	20
83766359	16
84348797	37
83097817	4
84278180	27
83236163	61
84325878	5
84145788	14
84041217	54
84330538	32
84017543	55
84456242	58
83939723	9
84497057	51
84562029	12
84608583	18
84683199	41
84764501	11
82755556	44
84615164	38
84935443	43
83889089	56
84391853	17
84876577	15
85100029	45
84763243	13
85224712	22
84326844	6
91283396	39
83568711	60
85131547	40
90761514	31
88292844	47
83530703	10
89527634	7
84851056	52
85025442	53
85978312	57
84649578	19
90416741	36
85789317	30
85111262	59
86991337	46
84809083	24
85219093	42
80604653	1
80243954	3
80579478	48
82737958	2
81344819	63
82600091	62
82867426	29
81304152	49
82597559	8
83163829	34
83195467	33
83155597	23
81379072	61
83308050	26
83272370	21
83582821	50
83513730	25
83948782	35
83135892	20
83107369	4
83593462	16
83688219	14
84137277	27
84033605	5
84851854	37
84237199	54
84368536	32
82761935	44
84571529	55
84143732	12
84506635	51
84665443	9
84397643	18
85740443	58
83764566	56
84592460	41
84732515	11
84580202	38
84061864	15
83300100	60
84715246	17
84599406	13
85095054	45
84371389	6
83987717	40
84546330	39
86224477	43
84025655	31
85026853	22
84996672	47
84402814	10
92480028	28
84778555	52
85002961	7
85123651	53
84771672	19
84771758	36
85967047	57
86100714	30
85222015	59
86848328	46
85360306	24
85079368	42
80637425	1
81203905	3
80477267	48
82402703	2
82758140	62
80871378	49
82977459	34
83437115	29
82796052	61
84091388	8
83394079	23
90770101	63
83330640	26
83278847	25
83421953	50
83473712	35
83268806	20
83072366	4
83674176	16
83562541	14
83798608	27
84041686	5
82755990	44
84277253	54
84479880	32
84279495	55
84061893	9
84584223	12
89654648	33
88075884	21
84667668	51
86337932	37
82829397	60
84271744	58
84654399	18
84731167	41
85016908	56
84652218	38
85070096	11
84375869	17
85497184	15
84936376	13
84676525	40
85080690	45
84560292	31
85059689	39
85606555	6
85143271	22
83916541	28
84570868	10
85051547	47
86808061	43
84775559	52
84684511	7
84761846	19
85099286	53
86072722	57
85388461	59
85833576	30
84969773	42
86623364	24
86987415	46
104014215	36
80813800	1
81501833	3
79798356	48
81876662	2
80829899	49
82709622	62
80980995	61
82685382	29
83397611	34
82887432	63
83299365	23
83478742	26
84187984	8
82916636	25
83314295	35
83432479	50
83311761	4
84364449	20
83803186	16
83714891	27
83324440	44
84285534	14
84844825	5
83888253	54
83437557	33
83934976	55
83208707	60
84441650	32
84275235	9
84357374	51
84853589	12
84384044	58
84225131	18
84930196	37
84112248	56
84510377	41
84585803	38
84208236	17
86916067	21
84511947	15
83058615	6
84717138	13
84388661	40
85028912	45
86373741	11
84876821	39
84753035	28
85061937	22
85967470	31
83489334	52
84894585	10
85017676	47
84869221	7
85120312	19
85038535	53
86639221	43
85988152	57
85250428	59
86476927	30
85115235	42
85153504	24
87013154	46
84882606	36
81736153	1
79756940	48
82135054	3
82036627	2
82204763	62
81036047	61
83325951	34
82721755	63
83147471	23
86212319	29
83165274	4
83483734	35
84096009	25
83604347	50
84768545	26
84773520	8
83387253	20
92211866	49
83003437	44
83550453	14
84007957	27
82639800	60
86171464	16
83407542	33
84308342	5
84331294	54
84014279	9
83451986	12
84737237	55
84438347	32
84472264	51
84110500	18
84401860	58
84187274	37
82863479	6
84579866	41
84371994	17
84537059	38
84339982	15
84949792	21
83740022	11
84927565	40
84147671	39
85335706	13
83459061	52
83829959	31
85048314	45
85097916	22
85442305	28
85286542	10
84907010	47
83536891	19
85100693	7
84973899	53
86675535	43
85049981	59
85922799	57
95712462	56
85024033	42
86689425	30
85276812	24
87102615	46
83656892	36
79751503	48
80913945	1
81735705	3
82392914	2
80857350	61
81899093	62
83021646	34
82810029	63
84204615	23
83145028	29
82945473	35
83272825	4
83460514	25
83802016	50
83579265	8
83511840	20
83114032	44
85118303	49
82286627	60
84243193	27
85021351	14
83093799	33
83975618	16
84202051	54
83111845	9
84344557	5
84165866	55
84533752	12
84513064	32
83276842	37
83752267	58
83270984	6
84513925	18
85173977	51
83699503	17
91659100	26
84493600	41
84634570	38
84305108	15
84606398	21
83466816	52
84680425	40
84646846	13
84772658	39
85644871	11
84579744	31
85071744	45
84971877	22
84596905	10
85007394	28
85038420	47
84681441	7
85982236	19
84891750	53
85057047	59
86661065	43
86522907	56
85013556	42
85213956	24
90139813	57
89112290	30
86893279	46
84754477	36
79722123	48
81288867	3
89895400	1
82150640	2
80954743	61
81838267	62
82895188	34
82810294	63
83165785	29
83620216	23
83265920	4
84121780	35
83941975	25
83864644	50
83717838	8
83434046	20
83468348	44
82779324	60
83259308	33
83808210	27
85044263	49
84672128	14
84579178	16
84419164	9
84519969	54
84621868	5
82734160	6
84464620	55
83726486	58
84612068	32
84638093	12
84648095	37
84715383	17
84908536	26
84706710	41
84562022	38
86274633	18
83761581	52
84733599	15
84679253	40
84388810	11
84633660	13
84389074	31
84636615	39
83680236	28
85081470	45
84642591	10
85052854	47
86011141	22
88953484	21
84768018	7
84552280	19
85129123	53
95889127	51
84889020	59
86734898	43
85004327	42
86617317	56
84952609	24
86428478	57
87650463	30
87026386	46
84711958	36
79781213	48
82368063	3
82481864	1
82339548	2
80904642	61
81830573	62
82744760	63
82928160	34
83263327	29
83362002	23
83478688	4
83263751	25
84030966	35
83140566	20
83919388	50
83384386	44
83952422	8
84119629	60
83924953	27
84695162	33
85061080	49
82847843	6
83840691	54
84402496	9
85651076	14
85133846	16
83808140	58
85061363	5
84410305	32
85531908	55
84198292	17
84742112	41
83843071	52
86888950	37
84255808	18
84617273	38
85517827	26
84430516	15
83706383	39
83796238	31
84329236	11
89361463	12
84762575	40
85407818	13
84655341	28
85030911	45
84949023	47
84586557	19
85152463	22
86472145	21
85099978	53
86404240	7
87979914	10
85041168	51
85011140	59
84522828	42
86606670	43
85697327	24
86531799	56
86551133	57
87788421	30
84234799	36
87052355	46
83592659	48
82766049	3
82375910	1
80995613	61
84766556	2
81493055	62
82846770	63
83261952	34
82942874	29
83337401	23
83335915	4
82922022	20
83391424	25
83162000	44
81849930	60
84003027	8
84114842	50
83619722	27
83018916	33
82783166	49
82665186	6
84040739	54
84054383	9
84227231	14
83810745	58
84522474	16
84914948	5
92795822	35
85308930	32
85531282	55
83447677	52
83603639	41
85041201	17
84586504	18
84656280	37
84531490	38
84511722	15
84884410	26
83489279	11
84695091	39
84652080	31
84633794	12
84641448	40
84801591	13
85060287	45
84573388	19
87178330	28
85144506	47
84847837	21
84757602	7
84761897	10
85164741	53
87468232	22
85125536	51
84982549	59
83102505	42
86785889	43
86311068	24
86620009	56
86510559	57
83588227	36
87655741	30
87125100	46
78752995	48
81366447	3
82474316	1
80885616	61
81223984	2
81805735	62
82783720	63
83334026	34
83873137	23
83518209	25
85790910	29
83867741	20
83084710	44
84020415	60
84306677	8
87201878	4
84921825	50
83251603	33
83976513	27
83393909	6
85002161	49
84600831	54
83846077	58
83784232	16
84174241	14
84693165	9
84672831	5
83730436	52
84262120	55
84276855	41
84027968	17
86613011	35
84116751	18
84054774	15
84662086	37
84534709	38
84407667	11
84781780	26
88992786	32
84766340	12
84705648	40
85509988	39
85484145	31
84921833	13
84956932	45
84738194	28
85239086	19
85044556	47
84778054	21
84760762	7
84765263	10
84992504	53
85369929	22
84970136	51
85039968	42
91668935	59
85232987	24
86680405	43
86528683	56
84939341	36
86396227	57
78548355	48
86929701	46
94520961	30
80589571	3
82375834	1
80807148	61
81017116	2
81603021	62
82617859	63
83922931	34
83512863	23
83198654	25
82895971	44
83159182	29
83605533	20
84017009	60
83562591	4
84137189	8
83014343	6
85088875	50
84509503	33
84175388	27
85014343	49
84001103	58
84510591	54
84188521	14
84490596	9
84764685	16
84459834	5
83628832	52
84369231	55
84976878	41
84421825	18
84745451	35
84625295	38
85288731	15
85052143	26
87314772	17
85639774	11
84304410	32
84438193	31
84611505	12
84716645	39
